id,black,state,county,community,fold,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,class
331,1,39,113,36610,2,0.05,0.55,0.44,0.52,0.3,0.16,0.06,1,0.43,0.82,0.1,0.5,0.23,0.17,0.63,0.39,0.31,0.3,0.43,0.46,0.23,0.22,0.46,0.01,0.1,0.14,0.26,0.28,0.25,0.71,0.46,0.3,0.4,0.39,0.41,0.29,0.48,0.46,0.53,0.76,0.77,0.86,0.74,0.62,0.62,0.01,0.11,0.01,0.47,0.62,0.59,0.58,0.08,0.09,0.08,0.07,0.94,0.04,0.18,0.2,0.6,0.57,0.63,0.64,0.06,0.16,0.5,0.04,0.79,0.66,0.05,0.14,0.65,0.05,0.16,0.14,0.12,0.11,0.38,0.39,0.42,0.45,0.25,0.22,0.22,0,0,0.07,0.57,0.52,0.62,0.52,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.06,0.16,0.09,?,?,?,?,0,?,1
332,0,48,?,?,2,0.04,0.43,0.39,0.46,0.29,0.27,0.05,1,0.43,0.76,0.33,0.51,0.31,0.14,0.41,0.43,0.39,0.39,0.22,0.25,0.26,0.28,0.34,0.02,0.19,0.11,0.22,0.35,0.32,0.68,0.4,0.24,0.27,0.44,0.54,0.28,0.62,0.61,0.41,0.67,0.67,0.69,0.68,0.64,0.66,0.01,0.11,0.01,0.36,0.49,0.48,0.58,0.09,0.11,0.1,0.11,0.9,0.06,0.14,0.15,0.46,0.48,0.45,0.55,0.14,0.37,0.5,0.05,0.71,0.55,0.01,0.37,0.65,0.24,0.12,0.17,0.17,0.17,0.32,0.31,0.35,0.31,0.37,0.27,0.24,0,0,0.11,0.56,0.47,0.61,0.64,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.28,0.01,?,?,?,?,0,?,0
333,1,34,39,79040,2,0.03,0.52,0.33,0.34,0.2,0.43,0.05,1,0.91,0.67,0.44,0.85,0.42,0.06,0.45,0.93,0.88,0.89,0.46,0.71,0.52,0.35,0.7,0,0.03,0.13,0.13,0.88,0.13,0.63,0.33,0.63,0.11,0.86,0.14,0.35,0.19,0.17,0.51,0.92,0.92,0.97,0.83,0.32,0.44,0,0.04,0.02,0.4,0.43,0.49,0.44,0.26,0.24,0.25,0.21,0.81,0.08,0.16,0.18,0.56,0.6,0.29,0.84,0.03,0.18,0.5,0.01,0.92,0.8,0.05,0.53,0.15,0.01,0.07,0.67,0.69,0.76,0.65,0.77,0.93,0.77,0.37,0.51,0.51,0,0,0.27,0.5,0.8,0.7,0.65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.36,0.65,?,?,?,?,0,?,1
334,1,34,1,2080,2,0.04,0.31,0.34,0.47,0.31,0.62,0.06,1,0.14,0.33,0.17,0.21,0.66,0.73,0.42,0.21,0.23,0.37,0.26,0.04,0.3,0.2,0.24,0.08,0.66,0.55,0.74,0.13,0.65,0.37,0.06,0.16,0.24,0.18,0.88,0.81,0.81,0.88,0.49,0,0,0,0,0.54,0.54,0.13,1,0.03,0.31,0.39,0.51,0.57,0.22,0.24,0.28,0.29,0.6,0.36,0.5,0.33,0.29,0.32,0.34,0.09,0.4,0.76,0,0.31,0,0.12,1,0.74,0.33,0.69,0.56,0.14,0.14,0.15,0.18,0.33,0.41,0.3,0.6,0.35,0.79,0.35,0.05,0.29,0.48,0.58,0.7,0.61,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.28,1,?,?,?,?,0,?,0
335,1,48,?,?,2,0.01,0.48,0.45,0.46,0.29,0.51,0,0,0.16,0.4,0.42,0.28,0.58,0.45,0.32,0.19,0.17,0.22,0.15,0.04,0.32,0.16,0.18,0.03,0.58,0.42,0.5,0.21,0.43,0.38,0.19,0.4,0.44,0.32,0.52,0.28,0.57,0.58,0.54,0.49,0.49,0.48,0.46,0.51,0.61,0.01,0.26,0,0.39,0.43,0.53,0.61,0.1,0.09,0.1,0.11,0.86,0.11,0.34,0.32,0.49,0.43,0.59,0.52,0.25,0.53,0.5,0.06,0.41,0.56,0.14,0.65,0.63,0.73,0.72,0.05,0.05,0.05,0.16,0.2,0.22,0.22,0.55,0.3,0.61,0,0,0.1,0.85,0.49,0.65,0.86,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.05,0.09,0.01,?,?,?,?,0,?,0
336,0,42,45,33144,2,0.06,0.52,0.37,0.39,0.29,0.58,0.08,1,0.6,0.58,0.27,0.84,0.61,0.09,0.64,0.6,0.53,0.52,0.49,0.27,0.28,0.15,0.42,0.01,0.07,0.15,0.2,0.61,0.12,0.54,0.21,0.75,0.16,0.7,0.13,0.46,0.19,0.17,0.53,0.9,0.92,0.98,0.85,0.38,0.42,0.01,0.06,0.02,0.24,0.23,0.26,0.27,0.11,0.09,0.09,0.09,0.85,0.06,0.28,0.28,0.54,0.56,0.25,0.89,0.03,0.13,0.5,0.02,0.92,0.86,0.03,0.44,0.17,0.02,0.04,0.39,0.37,0.33,0.52,0.52,0.73,0.54,0.53,0.42,0.43,0.06,0,0.19,0.8,0.84,0.71,0.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.42,0.5,?,?,?,?,0,?,1
337,0,49,?,?,2,0.12,0.96,1,1,1,0.17,0.14,1,0.16,0.74,0.42,0.54,0.27,0.22,0.34,0.14,0.11,0.11,0.11,0.08,0.12,0.13,0.18,0.21,0.79,0.08,0.15,0.56,0.35,0.39,0.25,0.87,0.3,0.47,0.1,0.88,0.11,0.11,0.73,0.82,0.81,0.87,0.76,0.25,0.17,0.01,0.08,0.03,1,0.93,0.94,0.86,0.38,0.31,0.29,0.24,0.84,0.05,0.87,1,0.86,0.91,0.83,0.23,0.54,0.55,0,0.04,0.9,0.24,0.22,0.45,0.63,0.14,0.11,0.14,0.14,0.17,0.2,0.2,0.3,0.18,0.56,0.42,0.26,0.04,0.02,0.16,0.45,0.15,0.15,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.11,0.19,0.16,?,?,?,?,0,?,1
338,0,39,49,83342,2,0.03,0.6,0.6,0.47,0.35,0.22,0.05,1,0.6,0.75,0.21,0.69,0.28,0.07,0.45,0.58,0.44,0.42,0.47,0.12,0.34,0.26,0.32,0.01,0.06,0.08,0.12,0.65,0.1,0.7,0.24,0.54,0.17,0.66,0.23,0.35,0.37,0.32,0.58,0.82,0.87,0.86,0.81,0.5,0.59,0,0.06,0,0.27,0.29,0.43,0.42,0.03,0.03,0.04,0.03,0.97,0.01,0.14,0.16,0.59,0.68,0.28,0.79,0.02,0.24,0.5,0.01,0.91,0.72,0.03,0.17,0.75,0.06,0.09,0.23,0.24,0.25,0.32,0.35,0.4,0.39,0.44,0.35,0.25,0.01,0,0.04,0.7,0.46,0.65,0.67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.3,0.04,?,?,?,?,0,?,1
339,1,9,9,82870,2,0.07,0.38,0.32,0.5,0.32,0.48,0.09,1,0.4,0.64,0.22,0.46,0.51,0.22,0.51,0.41,0.37,0.37,0.36,0.25,0.26,0.36,0.46,0.03,0.15,0.29,0.44,0.26,0.32,0.58,0.41,0.4,0.39,0.35,0.47,0.53,0.49,0.5,0.44,0.56,0.58,0.65,0.58,0.48,0.61,0.03,0.29,0.03,0.31,0.36,0.44,0.48,0.18,0.18,0.21,0.21,0.79,0.1,0.2,0.18,0.39,0.49,0.29,0.51,0.11,0.64,0,0.07,0.76,0.46,0.07,0.29,0.4,0.11,0.16,0.4,0.36,0.32,0.51,0.5,0.54,0.53,0.49,0.6,0.68,0.04,0,0.25,0.73,0.67,0.8,0.76,0.01,0.19,0.98,0.25,0.02,0.14,0.23,0.19,0.78,0.91,0.12,0.02,0,0.1,0.02,0.21,0.07,0.03,0.42,0.19,0.02,0.01,0.93,0,0.58,0.15,1
340,0,48,?,?,2,0,0.6,0.55,0.5,0.31,0.16,0.02,1,0.43,0.82,1,0.57,0.2,0.07,0.35,0.4,0.31,0.3,0.28,1,0.29,0.28,0.3,0.01,0.17,0.1,0.19,0.38,0.31,0.6,0.23,0.39,0.27,0.47,0.32,0.27,0.37,0.36,0.61,0.81,0.82,0.8,0.75,0.23,0.4,0,0.14,0,0.09,0.06,0.15,0.21,0.01,0.01,0.01,0.02,0.64,0.09,0.25,0.27,0.67,0.65,0.66,0.58,0.2,0.26,0.5,0.02,0.6,0.59,0.1,0.53,0.69,0.4,0.23,0.14,0.13,0.12,0.25,0.28,0.35,0.29,0.16,0.35,0.29,0,0,0.04,0.68,0.43,0.47,0.72,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.17,0.01,?,?,?,?,0,?,1
341,0,34,29,18130,2,0.11,0.51,0.41,0.41,0.28,0.53,0.11,0.95,0.48,0.48,0.22,0.6,0.62,0.16,0.66,0.48,0.42,0.4,0.24,0.09,0.67,0.45,0.69,0.03,0.12,0.24,0.36,0.32,0.29,0.47,0.18,0.49,0.27,0.48,0.27,0.37,0.3,0.3,0.54,0.79,0.8,0.86,0.75,0.33,0.44,0.01,0.08,0.03,0.13,0.17,0.17,0.18,0.05,0.05,0.05,0.05,0.86,0.05,0.26,0.27,0.54,0.54,0.45,0.82,0.06,0.43,0.5,0.44,0,0.81,0.04,0.96,0.6,0.05,0.11,0.35,0.36,0.37,0.63,0.58,0.67,0.63,0.73,0.75,1,0.06,0,0.15,0.72,0.67,0.67,0.82,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.12,0.15,0.07,?,?,?,?,0,?,1
342,1,39,43,61714,2,0,0.57,0.35,0.29,0.18,0.55,0,0,0.45,0.61,0.58,0.67,0.57,0.23,0.63,0.44,0.37,0.37,0.28,0.39,0.63,0.11,0.35,0,0.12,0.31,0.39,0.25,0.2,0.39,0.63,0.43,0.47,0.43,0.51,0.23,0.25,0.38,0.47,0.82,0.79,0.83,0.83,0.69,0.55,0,0.15,0,0.06,0.26,0.21,0.28,0.01,0.03,0.02,0.03,0.94,0.03,0.17,0.19,0.53,0.52,0.43,0.89,0.04,0.2,0.5,0.01,0.84,0.88,0.13,0.42,0.52,0.05,0.28,0.16,0.15,0.15,0.2,0.22,0.24,0.23,0.52,0.16,0.25,0,0,0.06,0.78,0.71,0.83,0.84,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.07,0.03,0.01,?,?,?,?,0,?,1
343,1,25,27,28950,2,0,1,0.76,0.81,0.72,0.03,0,0,0.59,0.93,0.59,0.66,0.06,0.06,0.13,0.49,0.44,0.47,0.28,0.17,0.25,0.26,0.28,0,0.09,0.02,0.02,0.69,0.03,0.95,0.49,0.7,0.14,1,0.24,0.68,0.09,0.16,0.69,0.95,0.97,0.92,0.91,0.43,0.39,0,0.05,0,0.38,0.43,0.43,0.46,0.12,0.12,0.11,0.11,0.83,0.01,0.21,0.26,0.81,0.66,0.92,0.26,0.15,0.29,0.5,0.01,0.81,0.34,0.05,0.52,0.48,0.04,0.31,0.83,0.86,0.84,0.52,0.55,0.67,0.51,0.25,0.42,0.22,0,0,0.13,0.17,0.13,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.07,0.04,0.75,?,?,?,?,0,?,1
344,0,36,63,53682,2,0.04,0.4,0.36,0.42,0.26,0.49,0.06,1,0.3,0.51,0.08,0.6,0.6,0.28,0.63,0.31,0.26,0.25,0.32,0.28,0.12,0.14,0.27,0.02,0.15,0.25,0.34,0.23,0.34,0.54,0.59,0.47,0.48,0.33,0.35,0.37,0.32,0.35,0.48,0.72,0.77,0.7,0.77,0.62,0.67,0.01,0.14,0.01,0.09,0.1,0.13,0.14,0.02,0.02,0.02,0.03,0.9,0.04,0.16,0.16,0.44,0.55,0.2,0.7,0.06,0.41,0.5,0.02,0.93,0.62,0.42,0.62,0.29,0.11,0.16,0.13,0.12,0.12,0.24,0.26,0.26,0.24,0.39,0.32,0.54,0,0,0.1,0.9,0.8,0.77,0.91,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.29,0.03,?,?,?,?,0,?,1
345,0,55,139,50825,2,0.01,0.34,0.34,0.51,0.28,0.42,0.02,1,0.26,0.57,0.13,0.58,0.5,0.36,0.45,0.28,0.27,0.26,0,0.15,0.07,0.21,0.21,0.01,0.25,0.3,0.36,0.17,0.24,0.59,0.92,0.25,0.73,0.24,0.51,0.39,0.48,0.51,0.44,0.62,0.7,0.62,0.63,0.67,0.65,0.01,0.2,0,0.12,0.14,0.32,0.48,0.01,0.01,0.03,0.04,0.95,0.06,0.14,0.13,0.38,0.46,0.26,0.59,0.06,0.49,0.5,0.01,0.91,0.54,0.08,0.47,0.35,0.18,0.2,0.1,0.08,0.08,0.24,0.23,0.22,0.22,0.37,0.37,0.56,0,0,0.05,0.9,0.61,0.68,0.83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.28,0.04,?,?,?,?,0,?,1
346,0,55,9,31000,2,0.14,0.36,0.4,0.54,0.34,0.39,0.15,1,0.25,0.54,0.17,0.59,0.47,0.4,0.35,0.29,0.27,0.27,0.29,0.09,0.08,0.2,0.18,0.11,0.35,0.31,0.32,0.26,0.32,0.56,0.51,0.34,0.52,0.31,0.48,0.46,0.44,0.47,0.46,0.59,0.67,0.59,0.59,0.61,0.59,0.05,0.23,0.02,0.59,0.56,0.55,0.69,0.1,0.08,0.07,0.09,0.93,0.09,0.19,0.16,0.37,0.48,0.27,0.52,0.1,0.57,0,0.07,0.89,0.47,0.05,0.36,0.48,0.16,0.18,0.1,0.09,0.08,0.23,0.23,0.24,0.21,0.42,0.41,0.44,0.09,0,0.07,0.85,0.53,0.74,0.79,0.01,0.1,0.98,0.1,0.01,0.06,0.18,0.1,0.88,0.96,0,0,0,0,0.04,0.43,0.55,0.13,0.18,0.12,0.01,0.02,0.36,1,0.8,0.1,1
347,1,53,?,?,2,0.81,0.19,0.27,0.49,0.33,0.48,0.82,1,0.29,0.52,0.22,0.61,0.44,0.3,0.47,0.38,0.45,0.51,0.27,0.18,0.27,0.32,0.52,0.56,0.32,0.17,0.21,0.62,0.28,0.57,0.28,0.59,0.26,0.6,0.7,0.71,0.67,0.71,0.29,0.47,0.48,0.61,0.39,0.59,0.57,0.27,0.31,0.45,0.45,0.48,0.54,0.57,0.42,0.39,0.39,0.38,0.74,0.2,0.2,0.13,0.17,0.29,0.13,0.41,0.18,0.71,0,0.66,0.82,0.36,0.25,0.26,0.21,0.16,0.37,0.28,0.33,0.39,0.35,0.37,0.45,0.33,0.52,0.44,0.22,1,0.85,0.39,0.39,0.41,0.6,0.49,0.11,0.09,0.87,0.11,0.17,0.12,0.4,0.09,0.69,0.82,0.12,0.04,0.81,0.18,0.07,0.5,0.18,0.24,0.51,0.92,0.62,0.13,0.79,0.5,0.36,0.09,0
348,0,8,?,?,2,0.08,0.45,0.66,0.68,0.61,0.33,0.1,1,0.2,0.58,0.56,0.44,0.39,0.36,0.32,0.25,0.22,0.22,0.2,0.1,0.18,0.2,0.22,0.1,0.51,0.41,0.4,0.4,0.34,0.52,0.32,0.52,0.41,0.39,0.49,0.56,0.49,0.51,0.47,0.58,0.59,0.53,0.55,0.54,0.6,0.03,0.22,0.02,0.47,0.6,0.62,0.64,0.16,0.17,0.16,0.16,0.76,0.2,0.25,0.22,0.4,0.47,0.36,0.45,0.17,0.52,0.5,0.07,0.79,0.43,0.14,0.36,0.65,0.36,0.14,0.14,0.13,0.13,0.21,0.23,0.26,0.2,0.55,0.49,0.32,0.06,0,0.14,0.49,0.32,0.47,0.55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.08,0.18,0.04,?,?,?,?,0,?,1
349,0,34,3,30420,2,0,0.43,0.27,0.36,0.23,0.59,0.02,1,0.54,0.6,0,0.75,0.68,0.11,0.6,0.57,0.56,0.54,0.43,0,0.39,0.73,0.88,0,0.05,0.21,0.34,0.35,0.25,0.54,0.34,0.31,0.31,0.49,0.23,0.42,0.21,0.23,0.53,0.87,0.88,0.83,0.93,0.16,0.23,0,0.08,0.01,0.32,0.38,0.44,0.41,0.26,0.27,0.29,0.25,0.73,0.1,0.23,0.22,0.47,0.6,0.19,0.74,0.05,0.45,0.5,0.01,0.9,0.65,0,0.27,0.19,0.03,0.57,0.58,0.53,0.5,0.58,0.61,0.66,0.59,0.36,0.56,0.74,0,0,0.34,0.66,0.86,0.84,0.82,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.64,0.54,?,?,?,?,0,?,1
350,0,53,?,?,2,0.02,0.71,1,1,1,0.09,0,0,0.1,0.83,0.57,0.65,0.12,0.09,0.19,0.33,0.14,0.14,0.15,0.28,0.15,0.26,0.19,0.05,0.93,0.04,0.02,1,0.28,0.24,0.03,1,0.15,0.73,0.05,1,0.11,0.08,0.33,0.72,0.77,0.75,0.67,0.49,0.5,0,0.16,0.02,1,1,1,0.9,0.75,0.68,0.58,0.47,0.81,0.07,0.14,0.1,0.31,0.42,0.32,0.14,0.16,0.69,0,0.01,0.95,0.14,0.05,0.29,0.63,0.11,0.26,0.17,0.16,0.15,0.23,0.25,0.27,0.21,1,0.09,0.21,0,0,0.3,0.42,0.02,0,0.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.29,0.29,?,?,?,?,0,?,1
351,0,9,7,18080,2,0,0.37,0.23,0.37,0.18,0.48,0.02,0.89,0.58,0.6,0.68,0.71,0.5,0.09,0.56,0.6,0.53,0.51,0.52,0,0.39,0.32,0.45,0,0.05,0.19,0.22,0.51,0.14,0.63,0.38,0.43,0.26,0.57,0.38,0.43,0.39,0.4,0.39,0.81,0.79,0.91,0.81,0.73,0.71,0,0.04,0,0.05,0.2,0.2,0.22,0.02,0.08,0.07,0.07,0.81,0.08,0.13,0.12,0.36,0.39,0.23,0.75,0.03,0.54,0.5,0.01,0.84,0.72,0.07,0.75,0.69,0.02,0.1,0.42,0.41,0.42,0.53,0.64,0.8,0.66,0.47,0.57,0.53,0,0,0.18,0.65,0.54,0.47,0.67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.08,0.05,?,?,?,?,0,?,1
352,1,39,169,86548,2,0.02,0.4,0.6,0.56,0.5,0.45,0,0,0.26,0.54,0.15,0.56,0.51,0.37,0.5,0.28,0.31,0.31,0.22,0.24,0.21,0.15,0.64,0.02,0.33,0.22,0.35,0.38,0.36,0.47,0.59,0.56,0.56,0.41,0.47,0.49,0.54,0.53,0.38,0.6,0.64,0.57,0.61,0.4,0.51,0.01,0.17,0,0.69,0.69,0.64,0.61,0.11,0.1,0.08,0.07,0.95,0.01,0.15,0.14,0.34,0.42,0.26,0.52,0.05,0.48,0.5,0.02,0.83,0.48,0.18,0.33,0.42,0.26,0.22,0.13,0.13,0.14,0.18,0.21,0.22,0.21,0.33,0.3,0.28,0,0,0.06,0.72,0.43,0.61,0.62,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.16,0.05,?,?,?,?,0,?,1
353,0,46,13,100,2,0.02,0.35,0.53,0.56,0.44,0.49,0,0,0.18,0.49,1,0.57,0.57,0.23,0.31,0.24,0.23,0.22,0.04,0.15,0.39,0.08,0.19,0.03,0.32,0.49,0.38,0.36,0.18,0.57,0.21,0.63,0.33,0.42,0.32,0.44,0.32,0.33,0.41,0.65,0.71,0.76,0.61,0.72,0.81,0.01,0.12,0,0.43,0.32,0.26,0.45,0.03,0.02,0.02,0.02,0.89,0.04,0.13,0.12,0.32,0.47,0.17,0.55,0.06,0.58,0,0.04,0.75,0.47,0.09,0.46,0.38,0.27,0.17,0.07,0.06,0.07,0.12,0.15,0.16,0.12,0.37,0.25,0.42,0.01,0,0.03,0.77,0.52,0.61,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.25,0,?,?,?,?,0,?,1
354,0,39,49,46410,2,0.01,0.57,0.48,0.48,0.32,0.29,0.02,0.7,0.39,0.76,0.65,0.45,0.33,0.12,0.56,0.36,0.28,0.26,0.4,0.31,0.25,0.75,0.51,0.01,0.09,0.16,0.37,0.17,0.28,0.63,0.37,0.23,0.53,0.26,0.41,0.3,0.46,0.45,0.56,0.76,0.71,0.77,0.72,0.62,0.64,0,0.12,0,0.16,0.33,0.27,0.28,0.02,0.04,0.03,0.03,0.96,0.01,0.27,0.28,0.61,0.6,0.55,0.75,0.08,0.21,0.5,0.01,0.91,0.75,0.12,0.33,0.56,0.14,0.19,0.14,0.12,0.11,0.29,0.27,0.29,0.3,0.31,0.3,0.24,0,0,0.05,0.81,0.67,0.85,0.89,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.13,0.03,0.06,?,?,?,?,0,?,1
355,0,49,?,?,2,0.09,1,0.66,0.64,0.4,0.16,0.11,1,0.32,0.73,0.44,0.47,0.31,0.24,0.42,0.29,0.16,0.15,0.06,0.07,0.16,0.16,0.21,0.05,0.23,0.08,0.15,0.49,0.24,0.57,0.36,0.64,0.34,0.51,0.12,0.35,0.23,0.19,1,0.87,0.91,0.87,0.8,0.28,0.27,0,0.03,0.01,0.51,0.5,0.57,0.57,0.11,0.09,0.1,0.09,0.9,0.04,1,1,1,1,0.81,0.67,0.3,0.31,0.5,0.02,0.95,0.62,0.12,0.35,0.73,0.1,0.06,0.16,0.14,0.14,0.24,0.21,0.24,0.21,0.3,0.43,0.15,0,0,0.08,0.67,0.5,0.67,0.61,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.05,0.31,0.12,?,?,?,?,0,?,1
356,1,36,69,28640,2,0.01,0.45,0.72,0.66,0.64,0.53,0,0,0.2,0.42,0.13,0.5,0.69,0.39,0.7,0.25,0.2,0.21,0.17,0.06,0.15,0.21,0.26,0.02,0.48,0.33,0.42,0.27,0.43,0.33,0.29,0.84,0.4,0.4,0.36,0.75,0.42,0.41,0.42,0.43,0.49,0.53,0.49,0.58,0.67,0.01,0.37,0,0.27,0.43,0.43,0.43,0.04,0.06,0.06,0.05,0.86,0.07,0.18,0.15,0.33,0.44,0.25,0.49,0.07,0.51,0.5,0.02,0.75,0.44,0.16,0.56,0,0.48,0.11,0.1,0.1,0.09,0.25,0.26,0.27,0.24,0.73,0.44,0.67,0,0,0.07,0.79,0.54,0.53,0.67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.28,0.03,?,?,?,?,0,?,0
357,0,25,9,52490,2,0.06,0.45,0.32,0.43,0.27,0.46,0.07,1,0.46,0.57,0.09,0.49,0.51,0.26,0.53,0.46,0.41,0.4,0.26,0.34,0.32,0.32,0.33,0.02,0.11,0.31,0.35,0.33,0.31,0.58,0.47,0.36,0.37,0.43,0.32,0.43,0.33,0.33,0.49,0.76,0.76,0.86,0.74,0.6,0.63,0.02,0.19,0.04,0.22,0.27,0.28,0.29,0.18,0.19,0.18,0.17,0.71,0.23,0.17,0.18,0.49,0.57,0.28,0.71,0.06,0.47,0.5,0.03,0.87,0.65,0.08,0.52,0.42,0.07,0.1,0.5,0.45,0.41,0.31,0.49,0.59,0.51,0.49,0.49,0.58,0.05,0,0.34,0.82,0.78,0.86,0.87,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.05,0.24,0.09,?,?,?,?,0,?,1
358,0,34,3,65340,2,0.01,0.47,0.26,0.41,0.22,0.58,0.02,1,0.57,0.67,0.27,0.7,0.56,0.22,0.59,0.55,0.48,0.45,0.5,0.27,0.64,0.32,0.58,0,0.09,0.28,0.39,0.3,0.33,0.53,0.37,0.29,0.3,0.41,0.23,0.4,0.23,0.24,0.49,0.83,0.82,0.91,0.85,0.21,0.38,0,0.04,0.01,0.2,0.25,0.27,0.28,0.14,0.16,0.15,0.15,0.72,0.07,0.24,0.24,0.51,0.57,0.3,0.76,0.06,0.39,0.5,0.01,0.92,0.71,0.33,0.39,0.31,0,0.16,0.56,0.5,0.46,0.76,0.69,0.77,0.68,0.4,0.54,0.57,0,0,0.3,0.66,0.8,0.8,0.81,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.41,0.25,?,?,?,?,0,?,1
359,0,18,?,?,2,0.01,0.33,0.42,0.45,0.27,0.59,0,0,0.15,0.43,0.13,0.41,0.64,0.37,0.56,0.19,0.17,0.17,0.12,0.07,0.41,0.06,0.22,0.02,0.42,0.32,0.52,0.09,0.65,0.38,0.78,0.38,0.74,0.18,0.72,0.31,0.72,0.76,0.4,0.47,0.51,0.51,0.31,0.8,0.76,0,0.11,0,0.15,0.11,0.22,0.19,0.01,0.01,0.01,0.01,0.98,0.01,0.18,0.16,0.33,0.34,0.34,0.56,0.05,0.53,0.5,0.02,0.74,0.56,0.19,0.67,0,0.52,0.2,0.03,0.02,0.02,0.1,0.12,0.11,0.13,0.33,0.14,0.29,0,0.01,0.02,0.9,0.66,0.82,0.86,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.22,0.01,?,?,?,?,0,?,1
